session_date,instrument,time,open,high,low,close,volume
2026-05-01,MNQ,1781007840,20065.5,20076.25,20063.5,20076.25,3369
2026-05-01,MNQ,1781007900,20075.75,20088,20073.5,20085.25,2679
2026-05-01,MNQ,1781007960,20084.75,20086.5,20081.75,20086,3174
2026-05-01,MNQ,1781008020,20085.5,20093,20083,20090.5,2008
2026-05-01,MNQ,1781008080,20092.25,20094.5,20082.25,20083.25,1647
2026-05-01,MNQ,1781008140,20083,20085.5,20077.25,20081.5,1742
2026-05-01,MNQ,1781008200,20080.75,20084.75,20078.25,20083,2610
2026-05-01,MNQ,1781008260,20083.5,20086.75,20080.5,20083.25,1187
2026-05-01,MNQ,1781008320,20084.5,20103.75,20082.25,20102.5,2624
2026-05-01,MNQ,1781008380,20101.5,20109.25,20099.5,20108.25,2559
2026-05-01,MNQ,1781008440,20109.5,20109.5,20104,20104.5,2954
2026-05-01,MNQ,1781008500,20104.75,20107.25,20100.5,20107.25,4566
2026-05-01,MNQ,1781008560,20107.5,20111.25,20104.5,20108.5,3701
2026-05-01,MNQ,1781008620,20109.25,20111.25,20097.25,20098,3359
2026-05-01,MNQ,1781008680,20098.75,20102.25,20098.75,20100,2529
2026-05-01,MNQ,1781008740,20099.25,20110,20097.5,20110,2834
2026-05-01,MNQ,1781008800,20108.25,20108.25,20095.5,20095.75,6612
2026-05-01,MNQ,1781008860,20096,20096,20085.5,20086.25,10328
2026-05-01,MNQ,1781008920,20087.25,20088.75,20070.75,20072.5,5251
2026-05-01,MNQ,1781008980,20071.25,20074.75,20068.5,20069.25,1706
2026-05-01,MNQ,1781009040,20067.75,20073.25,20064.5,20070.25,1488
2026-05-01,MNQ,1781009100,20071,20075.5,20070.75,20073.75,2701
2026-05-01,MNQ,1781009160,20072.75,20080.25,20068.25,20080.25,2938
2026-05-01,MNQ,1781009220,20079.5,20081.5,20072.75,20073.5,2782
2026-05-01,MNQ,1781009280,20075,20092.75,20073.25,20091,3118
2026-05-01,MNQ,1781009340,20090.75,20092.75,20085.5,20089.75,3251
2026-05-01,MNQ,1781009400,20089.5,20089.5,20085.5,20087.5,3020
2026-05-01,MNQ,1781009460,20086.75,20090,20084.5,20087,2330
2026-05-01,MNQ,1781009520,20087.25,20089.75,20084.25,20085.75,2526
2026-05-01,MNQ,1781009580,20086,20087.25,20081.75,20083.75,1368
2026-05-01,MNQ,1781009640,20083.5,20085.5,20082.5,20082.75,1131
2026-05-01,MNQ,1781009700,20082.75,20084,20080,20084,1788
2026-05-01,MNQ,1781009760,20084,20086,20080,20084.25,2242
2026-05-01,MNQ,1781009820,20084.25,20091,20082,20088.25,3097
2026-05-01,MNQ,1781009880,20088.75,20090,20082.5,20087,1673
2026-05-01,MNQ,1781009940,20087,20091.5,20086.5,20091,1514
2026-05-01,MNQ,1781010000,20090.5,20090.75,20086.5,20088.5,2196
2026-05-01,MNQ,1781010060,20088.25,20090.5,20084.25,20084.75,1713
2026-05-01,MNQ,1781010120,20084.75,20089.25,20081,20088.75,2571
2026-05-01,MNQ,1781010180,20088.5,20088.5,20084.25,20086,7516
2026-05-01,MNQ,1781010240,20086.75,20091.5,20084,20088.5,11429
2026-05-01,MNQ,1781010300,20088.5,20090,20084.75,20089.5,6315
2026-05-01,MNQ,1781010360,20089.75,20091.75,20083.75,20088,3858
2026-05-01,MNQ,1781010420,20089.25,20092.5,20082.75,20086.25,2978
2026-05-01,MNQ,1781010480,20086.25,20088,20086,20086.5,2032
2026-05-01,MNQ,1781010540,20086.25,20090.25,20084.25,20088.25,2288
2026-05-01,MNQ,1781010600,20088.5,20090.5,20088.5,20089.5,1804
2026-05-01,MNQ,1781010660,20089.75,20090.75,20083.75,20087,3204
2026-05-01,MNQ,1781010720,20086.75,20087.5,20079.75,20082.75,3068
2026-05-01,MNQ,1781010780,20082.75,20085.75,20081.25,20084,2749
2026-05-01,MNQ,1781010840,20084.75,20086.75,20080.25,20082.5,1996
2026-05-01,MNQ,1781010900,20082.25,20084,20078.5,20080.25,2548
2026-05-01,MNQ,1781010960,20080.25,20082.5,20074,20075.25,1575
2026-05-01,MNQ,1781011020,20075.5,20078.25,20071.75,20076.25,2929
2026-05-01,MNQ,1781011080,20076.75,20080.25,20073,20080,2574
2026-05-01,MNQ,1781011140,20080.25,20083,20077,20081.75,4430
2026-05-01,MNQ,1781011200,20081,20081,20077,20078.5,3184
2026-05-01,MNQ,1781011260,20078.75,20080,20076.5,20078,3066
2026-05-01,MNQ,1781011320,20078,20085.5,20077.25,20082.25,3091
2026-05-01,MNQ,1781011380,20082,20087,20081.25,20085.5,3722
2026-05-01,MNQ,1781011440,20085.25,20091.75,20082.5,20089.25,2959
2026-05-01,MNQ,1781011500,20089,20089.75,20086.25,20088.5,2601
2026-05-01,MNQ,1781011560,20088.5,20089,20084.5,20085.75,3255
2026-05-01,MNQ,1781011620,20086.5,20090.75,20086.25,20090.25,2261
2026-05-01,MNQ,1781011680,20089.75,20093.25,20089.5,20092,3382
2026-05-01,MNQ,1781011740,20091.75,20099.25,20087.75,20096.75,3143
2026-05-01,MNQ,1781011800,20096.75,20097,20089.25,20094,4877
2026-05-01,MNQ,1781011860,20093.25,20098.5,20089.5,20097,3315
2026-05-01,MNQ,1781011920,20097.25,20105.25,20095.75,20105,3971
2026-05-01,MNQ,1781011980,20102.75,20106,20097,20098.75,3887
2026-05-01,MNQ,1781012040,20098.25,20099.75,20092,20097.5,3432
2026-05-01,MNQ,1781012100,20097,20101.25,20096,20100,4214
2026-05-01,MNQ,1781012160,20099.25,20099.25,20095.5,20099,1579
2026-05-01,MNQ,1781012220,20099.25,20103,20087.75,20090.75,2100
2026-05-01,MNQ,1781012280,20090.75,20096,20090.75,20093.5,1959
2026-05-01,MNQ,1781012340,20093.75,20097.5,20089,20096.5,4111
2026-05-01,MNQ,1781012400,20098,20100,20087.75,20091.25,2594
2026-05-01,MNQ,1781012460,20091.5,20093.75,20089.25,20093.75,4505
2026-05-01,MNQ,1781012520,20094,20095.5,20090,20093.25,6888
2026-05-01,MNQ,1781012580,20093.75,20096.5,20087,20088,6762
2026-05-01,MNQ,1781012640,20087.25,20090.5,20083.75,20085.75,4857
2026-05-01,MNQ,1781012700,20086,20086.25,20077.25,20082,3967
2026-05-01,MNQ,1781012760,20082.25,20084,20075.5,20079.5,3985
2026-05-01,MNQ,1781012820,20079.5,20084.75,20076.75,20082.5,3663
2026-05-01,MNQ,1781012880,20084.5,20091.25,20083,20091.25,2790
2026-05-01,MNQ,1781012940,20091.5,20091.5,20076.25,20079.25,3601
2026-05-01,MNQ,1781013000,20079.5,20084.5,20078,20083.5,4405
2026-05-01,MNQ,1781013060,20084,20096,20083,20094.5,2893
2026-05-01,MNQ,1781013120,20095.5,20097.5,20093.75,20095.5,3314
2026-05-01,MNQ,1781013180,20095.5,20106,20093.5,20106,2130
2026-05-01,MNQ,1781013240,20105.25,20108.25,20097,20099,3933
2026-05-01,MNQ,1781013300,20097.75,20102,20094.5,20095.75,3041
2026-05-01,MNQ,1781013360,20094.25,20098.25,20089.5,20098.25,5371
2026-05-01,MNQ,1781013420,20098.25,20098.25,20084.75,20088.5,7793
2026-05-01,MNQ,1781013480,20087,20093.75,20085.75,20089.5,19807
2026-05-01,MNQ,1781013540,20088.5,20092,20087.25,20087.75,12428
2026-05-01,MNQ,1781013600,20089.25,20090.75,20085,20089.75,3946
2026-05-01,MNQ,1781013660,20089,20091.75,20086,20091,3656
2026-05-01,MNQ,1781013720,20089.75,20092.5,20086.5,20089.5,2911
2026-05-01,MNQ,1781013780,20087.5,20094.75,20087.25,20093,5104
2026-05-01,MNQ,1781013840,20093,20098.5,20092.5,20095.25,4874
2026-05-01,MNQ,1781013900,20095.75,20097,20092.25,20097,2759
2026-05-01,MNQ,1781013960,20096.25,20096.25,20090,20093.5,4028
2026-05-01,MNQ,1781014020,20092.75,20099,20092.75,20099,3654
2026-05-01,MNQ,1781014080,20100.75,20102.75,20096,20099.5,3862
2026-05-01,MNQ,1781014140,20099,20101.25,20093.25,20095.5,2503
2026-05-01,MNQ,1781014200,20096,20099.25,20094.75,20099.25,3672
2026-05-01,MNQ,1781014260,20099,20101,20095.25,20097.75,3433
2026-05-01,MNQ,1781014320,20098.5,20100,20095,20096.75,4130
2026-05-01,MNQ,1781014380,20096.5,20101.25,20095.25,20099.25,3027
2026-05-01,MNQ,1781014440,20099.25,20101.25,20094.25,20095.5,4696
2026-05-01,MNQ,1781014500,20096.25,20096.5,20089.25,20090.25,4069
2026-05-01,MNQ,1781014560,20089.75,20093.25,20088.75,20090,3785
2026-05-01,MNQ,1781014620,20090,20094.5,20085.5,20094,3882
2026-05-01,MNQ,1781014680,20093.5,20094,20088.5,20090.5,4204
2026-05-01,MNQ,1781014740,20091.25,20094.75,20089,20089.5,2482
2026-05-01,MNQ,1781014800,20090.5,20096.25,20087,20095.5,2351
2026-05-01,MNQ,1781014860,20095.25,20098.5,20091.5,20098.5,2847
2026-05-01,MNQ,1781014920,20098.5,20098.75,20094,20098,3211
2026-05-01,MNQ,1781014980,20098,20103,20093.75,20099,4148
2026-05-01,MNQ,1781015040,20098.5,20099,20096.25,20097.75,2920
2026-05-01,MNQ,1781015100,20098.75,20101.25,20094.25,20097.5,5743
2026-05-01,MNQ,1781015160,20097.75,20106,20096.25,20104.25,5494
2026-05-01,MNQ,1781015220,20104.5,20105.25,20102.5,20103.75,4507
2026-05-01,MNQ,1781015280,20103.25,20114.25,20101.5,20112.25,5357
2026-05-01,MNQ,1781015340,20112.75,20116.25,20111.25,20115,5154
2026-05-01,MNQ,1781015400,20115,20116.25,20113.25,20114.5,2038
2026-05-01,MNQ,1781015460,20114.75,20116,20112.25,20115.5,4609
2026-05-01,MNQ,1781015520,20114.75,20117.5,20111,20116.25,3272
2026-05-01,MNQ,1781015580,20115.75,20119.5,20114.25,20116,11250
2026-05-01,MNQ,1781015640,20116.25,20123.75,20115.75,20120.75,8722
2026-05-01,MNQ,1781015700,20120.75,20121.5,20119.5,20120.75,7669
2026-05-01,MNQ,1781015760,20121,20125.5,20119.75,20124.25,12634
2026-05-01,MNQ,1781015820,20123.75,20125.5,20120.25,20125.25,4300
2026-05-01,MNQ,1781015880,20125.5,20128,20122.75,20124,3062
2026-05-01,MNQ,1781015940,20123.75,20128,20119.75,20126.75,4417
2026-05-01,MNQ,1781016000,20126.75,20127,20120.75,20123.5,4673
2026-05-01,MNQ,1781016060,20124,20127.75,20123,20127.75,4647
2026-05-01,MNQ,1781016120,20127.5,20137.5,20124.25,20136,6009
2026-05-01,MNQ,1781016180,20135.75,20136.75,20133.25,20136.25,4310
2026-05-01,MNQ,1781016240,20135.75,20135.75,20128.75,20133.25,3626
2026-05-01,MNQ,1781016300,20133.5,20133.75,20131.5,20132.5,2020
2026-05-01,MNQ,1781016360,20132.5,20136.75,20131.75,20136.75,2304
2026-05-01,MNQ,1781016420,20137,20139.25,20136.5,20139.25,1347
2026-05-01,MNQ,1781016480,20138.75,20138.75,20132.25,20135,4307
2026-05-01,MNQ,1781016540,20134.75,20141.75,20130.75,20141.75,3307
2026-05-01,MNQ,1781016600,20140.75,20153.25,20137.75,20153.25,2754
2026-05-01,MNQ,1781016660,20153.25,20160,20150,20160,3302
2026-05-01,MNQ,1781016720,20159,20159.25,20155,20156.25,3061
2026-05-01,MNQ,1781016780,20156,20158.75,20148.5,20153,5104
2026-05-01,MNQ,1781016840,20153.25,20157.25,20149.5,20155.5,3244
2026-05-01,MNQ,1781016900,20156,20163.75,20153,20163.75,3081
2026-05-01,MNQ,1781016960,20165.25,20167,20162.5,20162.75,4028
2026-05-01,MNQ,1781017020,20162.25,20167.5,20158.25,20165,4393
2026-05-01,MNQ,1781017080,20164.25,20176,20164,20174.25,4480
2026-05-01,MNQ,1781017140,20175,20176.5,20163.5,20167.75,2933
2026-05-01,MNQ,1781017200,20167.75,20180.5,20163,20180.5,4497
2026-05-01,MNQ,1781017260,20180,20180,20171,20171.25,2613
2026-05-01,MNQ,1781017320,20171.25,20177.75,20171.25,20175,1560
2026-05-01,MNQ,1781017380,20173.75,20175.5,20166.75,20167.25,2128
2026-05-01,MNQ,1781017440,20169.5,20171,20167.25,20169,1963
2026-05-01,MNQ,1781017500,20169.25,20170.25,20164.75,20166.25,2909
2026-05-01,MNQ,1781017560,20166.25,20167,20165.25,20166,847
2026-05-01,MNQ,1781017620,20165,20174.5,20163,20172.25,2587
2026-05-01,MNQ,1781017680,20170.5,20178.25,20167.5,20178.25,1100
2026-05-01,MNQ,1781017740,20176.5,20183.5,20173.75,20182.75,1922
2026-05-01,MNQ,1781017800,20181.75,20184.5,20180,20184,1134
2026-05-01,MNQ,1781017860,20184.5,20185.25,20177.25,20182,2433
2026-05-01,MNQ,1781017920,20181.5,20184.75,20179.5,20182.75,2489
2026-05-01,MNQ,1781017980,20181.75,20182.5,20180.25,20182,1381
2026-05-01,MNQ,1781018040,20181.5,20181.5,20174,20178.5,1900
2026-05-01,MNQ,1781018100,20180.5,20184.25,20176.75,20184.25,893
2026-05-01,MNQ,1781018160,20183,20183.75,20179,20183.75,1718
2026-05-01,MNQ,1781018220,20183,20186,20167,20171.5,2480
2026-05-01,MNQ,1781018280,20171.75,20173.75,20167,20169.5,1475
2026-05-01,MNQ,1781018340,20169.5,20170.25,20165.5,20170.25,2009
2026-05-01,MNQ,1781018400,20169.75,20189.5,20166.5,20188,1252
2026-05-01,MNQ,1781018460,20188,20188,20168.5,20173.5,1797
2026-05-01,MNQ,1781018520,20173.25,20184.25,20168.75,20183.75,1835
2026-05-01,MNQ,1781018580,20183.75,20183.75,20175.5,20176.25,1138
2026-05-01,MNQ,1781018640,20175.75,20178.5,20172.25,20172.25,666
2026-05-01,MNQ,1781018700,20172.25,20173.25,20171,20173.25,1360
2026-05-01,MNQ,1781018760,20173.5,20175.25,20163.5,20168.75,1531
2026-05-01,MNQ,1781018820,20169.25,20175.75,20168.25,20173.25,1253
2026-05-01,MNQ,1781018880,20174,20174.5,20173,20174.5,355
2026-05-01,MNQ,1781018940,20173.75,20174.5,20169.25,20174.5,964
2026-05-01,MNQ,1781019000,20174.5,20176.75,20169.25,20172.5,969
2026-05-01,MNQ,1781019060,20172.25,20175.5,20166.75,20169,2092
2026-05-01,MNQ,1781019120,20168.5,20169.5,20164.25,20169.5,924
2026-05-01,MNQ,1781019180,20169,20172,20163.75,20167,1518
2026-05-01,MNQ,1781019240,20166.25,20171.25,20166,20170.75,1828
