session_date,instrument,time,open,high,low,close,volume
2026-05-04,MNQ,1781087280,19608.5,19612.75,19608.5,19609,5009
2026-05-04,MNQ,1781087340,19608.75,19611.75,19606.75,19611,8278
2026-05-04,MNQ,1781087400,19610.25,19612.75,19607,19609,4909
2026-05-04,MNQ,1781087460,19609,19617.25,19608.75,19614,5465
2026-05-04,MNQ,1781087520,19614.75,19617.5,19609.75,19611.5,9810
2026-05-04,MNQ,1781087580,19611,19614.5,19608.75,19611,10584
2026-05-04,MNQ,1781087640,19610.5,19610.75,19606,19606.25,11123
2026-05-04,MNQ,1781087700,19606,19610.5,19602.75,19607.5,10768
2026-05-04,MNQ,1781087760,19607.5,19611,19604.5,19608.5,9137
2026-05-04,MNQ,1781087820,19608.5,19616.75,19607.75,19613.75,3827
2026-05-04,MNQ,1781087880,19615,19617.25,19609.5,19612.75,7233
2026-05-04,MNQ,1781087940,19611.75,19615.5,19608.5,19608.5,8544
2026-05-04,MNQ,1781088000,19608.5,19611,19605.5,19608.5,23233
2026-05-04,MNQ,1781088060,19608.25,19610.75,19608.25,19610.75,23334
2026-05-04,MNQ,1781088120,19610.75,19617,19610.75,19613.75,9490
2026-05-04,MNQ,1781088180,19613.5,19614.5,19610.25,19612.75,9302
2026-05-04,MNQ,1781088240,19613,19615.5,19608.5,19608.5,4739
2026-05-04,MNQ,1781088300,19608.75,19614,19605.5,19612.5,5954
2026-05-04,MNQ,1781088360,19613,19615.25,19607.25,19607.5,5042
2026-05-04,MNQ,1781088420,19607.5,19612,19603.75,19610.75,11574
2026-05-04,MNQ,1781088480,19610.5,19613,19605.75,19609.5,10780
2026-05-04,MNQ,1781088540,19609.5,19612.5,19603.75,19606.5,10634
2026-05-04,MNQ,1781088600,19605.5,19609.75,19602.5,19609,8248
2026-05-04,MNQ,1781088660,19609.25,19616.5,19607.5,19616.25,6607
2026-05-04,MNQ,1781088720,19616.25,19616.5,19610.75,19611.5,5843
2026-05-04,MNQ,1781088780,19611.25,19616.25,19610.75,19616.25,4495
2026-05-04,MNQ,1781088840,19617.25,19620.5,19614.5,19615.5,3091
2026-05-04,MNQ,1781088900,19615,19618,19609.75,19612.5,5722
2026-05-04,MNQ,1781088960,19612.5,19614.5,19608.5,19611.25,9114
2026-05-04,MNQ,1781089020,19611.25,19620,19611,19616.75,3694
2026-05-04,MNQ,1781089080,19616.5,19617.25,19606.75,19609.5,4699
2026-05-04,MNQ,1781089140,19608.75,19610.5,19605.5,19608.75,6189
2026-05-04,MNQ,1781089200,19608.75,19609.25,19606,19606.5,3477
2026-05-04,MNQ,1781089260,19606.25,19606.75,19599,19603,4880
2026-05-04,MNQ,1781089320,19602.5,19603.75,19596.75,19599.75,8638
2026-05-04,MNQ,1781089380,19599.75,19602.5,19596,19601.75,5972
2026-05-04,MNQ,1781089440,19602,19604.25,19600.5,19603.75,5534
2026-05-04,MNQ,1781089500,19604,19607.25,19603.25,19607.25,4656
2026-05-04,MNQ,1781089560,19607.75,19610.75,19598.25,19598.75,7840
2026-05-04,MNQ,1781089620,19598.75,19601,19596.5,19600.25,5791
2026-05-04,MNQ,1781089680,19599.5,19602,19597.75,19600.75,3494
2026-05-04,MNQ,1781089740,19600.25,19600.75,19599.5,19600.5,1339
2026-05-04,MNQ,1781089800,19600.5,19603.75,19594.75,19597.5,6327
2026-05-04,MNQ,1781089860,19597.5,19601.25,19594.5,19596.75,5805
2026-05-04,MNQ,1781089920,19595.75,19597.5,19589.25,19592.5,8164
2026-05-04,MNQ,1781089980,19593,19596.25,19592.25,19595,7801
2026-05-04,MNQ,1781090040,19595,19596.25,19595,19595,14001
2026-05-04,MNQ,1781090100,19595.25,19596.75,19594,19595.75,20885
2026-05-04,MNQ,1781090160,19596.25,19598,19594,19597,8029
2026-05-04,MNQ,1781090220,19596.5,19596.5,19593,19595.25,5392
2026-05-04,MNQ,1781090280,19595,19597.5,19588.5,19591.75,8531
2026-05-04,MNQ,1781090340,19591.5,19594.25,19587,19588.5,7372
2026-05-04,MNQ,1781090400,19588.5,19591.25,19584.75,19588,6836
2026-05-04,MNQ,1781090460,19588.75,19590,19586.25,19590,3391
2026-05-04,MNQ,1781090520,19590.25,19592.75,19588.75,19592.5,5493
2026-05-04,MNQ,1781090580,19593.25,19593.5,19592,19592.75,2003
2026-05-04,MNQ,1781090640,19593.25,19596,19590.75,19593.5,6642
2026-05-04,MNQ,1781090700,19593.5,19599.5,19593.5,19597.75,7082
2026-05-04,MNQ,1781090760,19597.75,19601,19593.75,19595,4298
2026-05-04,MNQ,1781090820,19596,19596.5,19588.25,19591.75,1546
2026-05-04,MNQ,1781090880,19591.5,19594,19589.25,19590.25,1696
2026-05-04,MNQ,1781090940,19590.25,19595.25,19589.25,19595.25,2358
2026-05-04,MNQ,1781091000,19595.25,19597.25,19591.5,19593.25,3448
2026-05-04,MNQ,1781091060,19593.25,19595.75,19587.75,19589.75,1664
2026-05-04,MNQ,1781091120,19589.5,19591.25,19586,19589.75,3444
2026-05-04,MNQ,1781091180,19590,19593.25,19585.75,19589,2749
2026-05-04,MNQ,1781091240,19588.75,19590.75,19584.25,19588,2570
2026-05-04,MNQ,1781091300,19588.25,19593.25,19586.75,19591.25,2533
2026-05-04,MNQ,1781091360,19590.5,19595,19588,19591.5,2448
2026-05-04,MNQ,1781091420,19591.75,19596.75,19588.75,19595,3563
2026-05-04,MNQ,1781091480,19594.75,19595.75,19591.25,19592.75,1673
2026-05-04,MNQ,1781091540,19593,19595.5,19591,19591.25,1913
2026-05-04,MNQ,1781091600,19591.25,19596.5,19588,19593.75,1896
2026-05-04,MNQ,1781091660,19594.5,19598.75,19590.75,19596.75,1912
2026-05-04,MNQ,1781091720,19596.25,19598,19591,19594.5,1868
2026-05-04,MNQ,1781091780,19594.25,19597,19593,19595.5,2266
2026-05-04,MNQ,1781091840,19596,19601.25,19593.25,19600.5,2752
2026-05-04,MNQ,1781091900,19601,19606.25,19600.75,19602.5,1819
2026-05-04,MNQ,1781091960,19602.75,19605,19599.75,19604,1719
2026-05-04,MNQ,1781092020,19604.5,19606,19598.75,19602.25,1992
2026-05-04,MNQ,1781092080,19602,19607.25,19600,19603.75,1636
2026-05-04,MNQ,1781092140,19604,19606.75,19594.75,19598.25,3963
2026-05-04,MNQ,1781092200,19598,19598.75,19593.25,19595.5,2631
2026-05-04,MNQ,1781092260,19595.5,19598,19590.5,19593.25,3497
2026-05-04,MNQ,1781092320,19593,19594.25,19588.5,19592.25,2808
2026-05-04,MNQ,1781092380,19592.5,19596,19589,19595.25,2771
2026-05-04,MNQ,1781092440,19595.25,19598,19591.25,19595,3252
2026-05-04,MNQ,1781092500,19594.5,19597.25,19587.25,19588.75,2719
2026-05-04,MNQ,1781092560,19588.25,19592,19583.25,19585.5,1600
2026-05-04,MNQ,1781092620,19585.25,19589,19584.75,19587.75,1488
2026-05-04,MNQ,1781092680,19587.25,19587.5,19585.5,19587.25,972
2026-05-04,MNQ,1781092740,19587,19589.25,19582.75,19585.25,3275
2026-05-04,MNQ,1781092800,19585.5,19592.75,19585.5,19590.25,2676
2026-05-04,MNQ,1781092860,19590,19592.25,19587.5,19587.5,3188
2026-05-04,MNQ,1781092920,19587.25,19593,19584.25,19591.5,3515
2026-05-04,MNQ,1781092980,19591.5,19593.25,19589.5,19592,3490
2026-05-04,MNQ,1781093040,19592.75,19595.75,19589,19594,2791
2026-05-04,MNQ,1781093100,19594.5,19598.75,19593.25,19593.25,3431
2026-05-04,MNQ,1781093160,19593.25,19596.25,19593.25,19594.75,991
2026-05-04,MNQ,1781093220,19594.75,19595.5,19590.75,19592.25,2197
2026-05-04,MNQ,1781093280,19592,19598.5,19591.75,19595.25,2137
2026-05-04,MNQ,1781093340,19595.25,19605.25,19593,19604.25,2472
2026-05-04,MNQ,1781093400,19604,19606.25,19600,19603.5,3254
2026-05-04,MNQ,1781093460,19603.5,19604.75,19602,19604.75,1653
2026-05-04,MNQ,1781093520,19605.25,19611,19603,19608.5,1695
2026-05-04,MNQ,1781093580,19609.5,19611.75,19607.25,19608.5,8277
2026-05-04,MNQ,1781093640,19608.5,19612.25,19607.5,19611.5,7273
2026-05-04,MNQ,1781093700,19611.25,19613.25,19606.75,19609.5,17457
2026-05-04,MNQ,1781093760,19609.25,19609.75,19607,19609,8257
2026-05-04,MNQ,1781093820,19609.5,19610.5,19605,19607.5,4729
2026-05-04,MNQ,1781093880,19608.25,19614.5,19606.25,19612.75,3463
2026-05-04,MNQ,1781093940,19613,19617,19609.75,19613.75,3146
2026-05-04,MNQ,1781094000,19613.5,19616.75,19605.75,19608.25,2030
2026-05-04,MNQ,1781094060,19608.25,19615.75,19608.25,19613.5,2100
2026-05-04,MNQ,1781094120,19613.5,19613.5,19609.25,19612.25,1416
2026-05-04,MNQ,1781094180,19612,19613,19608.75,19612,1940
2026-05-04,MNQ,1781094240,19612.25,19613.25,19609.25,19613.25,2392
2026-05-04,MNQ,1781094300,19613.5,19617.25,19612.75,19615.75,4823
2026-05-04,MNQ,1781094360,19615.5,19618.75,19611.5,19611.5,17512
2026-05-04,MNQ,1781094420,19610.5,19613.25,19608,19610,15783
2026-05-04,MNQ,1781094480,19609.75,19612.5,19606,19608.5,5043
2026-05-04,MNQ,1781094540,19608,19608.25,19605.5,19608,2531
2026-05-04,MNQ,1781094600,19607.5,19611.75,19606,19606,2515
2026-05-04,MNQ,1781094660,19605,19611,19603.5,19607.5,2077
2026-05-04,MNQ,1781094720,19607.5,19610,19604,19607,3052
2026-05-04,MNQ,1781094780,19606.75,19610.25,19604,19606.75,1869
2026-05-04,MNQ,1781094840,19606.5,19608.5,19605.25,19607,1550
2026-05-04,MNQ,1781094900,19607,19611,19604.25,19607.5,1977
2026-05-04,MNQ,1781094960,19608.25,19612.5,19608,19610,7404
2026-05-04,MNQ,1781095020,19610.5,19614.5,19608.75,19611.5,10166
2026-05-04,MNQ,1781095080,19611.75,19614.25,19608.5,19610.5,16113
2026-05-04,MNQ,1781095140,19609.5,19612.5,19600,19602,6243
2026-05-04,MNQ,1781095200,19601.75,19603.5,19597.25,19598.25,2296
2026-05-04,MNQ,1781095260,19598.75,19599.5,19591.75,19592.5,1779
2026-05-04,MNQ,1781095320,19593,19598.75,19591.5,19598.5,1447
2026-05-04,MNQ,1781095380,19598.5,19600.75,19588.5,19589.5,3744
2026-05-04,MNQ,1781095440,19589.75,19595,19589.25,19594,2048
2026-05-04,MNQ,1781095500,19593.5,19597.75,19591.25,19595.75,2815
2026-05-04,MNQ,1781095560,19595,19600,19593,19596.75,2622
2026-05-04,MNQ,1781095620,19597,19598.5,19595,19598.25,3073
2026-05-04,MNQ,1781095680,19599.25,19600.5,19593,19594,2546
2026-05-04,MNQ,1781095740,19594.75,19600.75,19594.75,19598.75,3534
2026-05-04,MNQ,1781095800,19599.5,19602.25,19596.75,19599,1820
2026-05-04,MNQ,1781095860,19599.5,19603.25,19599,19599,2449
2026-05-04,MNQ,1781095920,19599,19602,19590.25,19593.75,3407
2026-05-04,MNQ,1781095980,19593.75,19597.75,19593.5,19594.25,2407
2026-05-04,MNQ,1781096040,19594,19595.75,19588.5,19592,3516
2026-05-04,MNQ,1781096100,19591.75,19594,19590.75,19591.5,1333
2026-05-04,MNQ,1781096160,19592.25,19592.75,19587.25,19590,3030
2026-05-04,MNQ,1781096220,19590.5,19593,19589.75,19591.5,1358
2026-05-04,MNQ,1781096280,19591.75,19591.75,19588,19591.5,2015
2026-05-04,MNQ,1781096340,19591.75,19592.75,19587.5,19590.75,1765
2026-05-04,MNQ,1781096400,19590.5,19595.25,19588.75,19591.75,2316
2026-05-04,MNQ,1781096460,19592,19594.5,19590.25,19591.25,2551
2026-05-04,MNQ,1781096520,19590,19591.75,19589,19590,1195
2026-05-04,MNQ,1781096580,19590.5,19590.75,19586.25,19588.5,1347
2026-05-04,MNQ,1781096640,19587.75,19590.5,19580,19583.25,1718
2026-05-04,MNQ,1781096700,19583,19589.25,19582,19589,4030
2026-05-04,MNQ,1781096760,19589,19593,19588,19588,2827
2026-05-04,MNQ,1781096820,19587,19594.75,19585.25,19594,3010
2026-05-04,MNQ,1781096880,19594.25,19594.75,19589.5,19592,2844
2026-05-04,MNQ,1781096940,19591.5,19593.75,19590.5,19592,1819
2026-05-04,MNQ,1781097000,19592.5,19595,19591.5,19592,1550
2026-05-04,MNQ,1781097060,19591.75,19601.5,19591.5,19600,2163
2026-05-04,MNQ,1781097120,19600.5,19605.75,19598,19605.75,2835
2026-05-04,MNQ,1781097180,19605.5,19607.75,19597.75,19600.75,2381
2026-05-04,MNQ,1781097240,19600.75,19601.75,19598.75,19601.5,1294
2026-05-04,MNQ,1781097300,19601.25,19606.25,19598.75,19603.25,3301
2026-05-04,MNQ,1781097360,19603,19604.25,19599.75,19604.25,1852
2026-05-04,MNQ,1781097420,19604,19606,19601.25,19605,1964
2026-05-04,MNQ,1781097480,19605,19607.75,19602.25,19604.75,2916
2026-05-04,MNQ,1781097540,19605.25,19607.25,19600.5,19604.5,2093
2026-05-04,MNQ,1781097600,19604.25,19612.25,19602.25,19611.5,3072
2026-05-04,MNQ,1781097660,19612,19616.75,19608.25,19615.75,2682
2026-05-04,MNQ,1781097720,19616.75,19623.25,19613.5,19623,3317
2026-05-04,MNQ,1781097780,19623,19626.5,19621.25,19625,4490
2026-05-04,MNQ,1781097840,19625.5,19628.75,19620.75,19623,10644
2026-05-04,MNQ,1781097900,19622.75,19629,19622,19628.25,15925
2026-05-04,MNQ,1781097960,19627.5,19634.75,19626.5,19631.75,5971
2026-05-04,MNQ,1781098020,19631.75,19637.25,19630.75,19634,4946
2026-05-04,MNQ,1781098080,19634,19635.75,19633,19635.75,1491
2026-05-04,MNQ,1781098140,19635,19645.5,19635,19644.25,4324
2026-05-04,MNQ,1781098200,19644,19645.5,19638.75,19641,2374
2026-05-04,MNQ,1781098260,19641,19645.75,19640.75,19645.25,3953
2026-05-04,MNQ,1781098320,19645,19649,19644.25,19649,2332
2026-05-04,MNQ,1781098380,19649,19651.75,19648.25,19650.25,2741
2026-05-04,MNQ,1781098440,19650,19652.75,19647,19652.25,3397
2026-05-04,MNQ,1781098500,19653,19660,19651,19657,2301
2026-05-04,MNQ,1781098560,19656.5,19665.25,19654.75,19662.5,4242
2026-05-04,MNQ,1781098620,19662.75,19665,19660,19662,5148
2026-05-04,MNQ,1781098680,19661.5,19666,19659,19662.75,3952
2026-05-04,MNQ,1781098740,19661.25,19662.75,19658.75,19659.75,3264
2026-05-04,MNQ,1781098800,19659.25,19664,19656,19661,4240
2026-05-04,MNQ,1781098860,19662.5,19663.25,19660,19663.25,2053
2026-05-04,MNQ,1781098920,19663.25,19667.5,19659.5,19664.25,4006
2026-05-04,MNQ,1781098980,19663,19666.5,19657.75,19666.5,4200
2026-05-04,MNQ,1781099040,19665.25,19669.25,19661.75,19668.25,4909
2026-05-04,MNQ,1781099100,19668.25,19675.25,19666,19675.25,10637
2026-05-04,MNQ,1781099160,19673.5,19676.5,19671.25,19673.75,9356
2026-05-04,MNQ,1781099220,19673,19675,19668,19670.5,5303
2026-05-04,MNQ,1781099280,19670.75,19670.75,19659.25,19664.25,2141
2026-05-04,MNQ,1781099340,19665,19674.75,19661.25,19673.5,2656
2026-05-04,MNQ,1781099400,19675.25,19677.25,19672.75,19673.75,4630
2026-05-04,MNQ,1781099460,19673.25,19681.5,19669.5,19681.5,3028
2026-05-04,MNQ,1781099520,19680,19686.5,19678.25,19684.25,4762
2026-05-04,MNQ,1781099580,19683.5,19687,19683.25,19685.25,4310
2026-05-04,MNQ,1781099640,19685.25,19697.75,19685,19697,2466
2026-05-04,MNQ,1781099700,19696.25,19697.25,19685.25,19690,4527
2026-05-04,MNQ,1781099760,19691.25,19692,19673.25,19673.5,2679
2026-05-04,MNQ,1781099820,19674.75,19675,19671.75,19674.25,3023
2026-05-04,MNQ,1781099880,19673.5,19673.5,19662.75,19667.25,3437
2026-05-04,MNQ,1781099940,19667.75,19678,19663,19675.75,2607
2026-05-04,MNQ,1781100000,19675,19675,19665.75,19667.75,2376
2026-05-04,MNQ,1781100060,19667,19669.25,19660.25,19664.75,3478
2026-05-04,MNQ,1781100120,19663.25,19666.25,19657.25,19661.5,2564
2026-05-04,MNQ,1781100180,19662,19662.5,19660.5,19661.5,2216
2026-05-04,MNQ,1781100240,19661.25,19665.25,19657.25,19663.75,3339
2026-05-04,MNQ,1781100300,19663.25,19665,19656.75,19660.75,5210
2026-05-04,MNQ,1781100360,19661,19664.75,19658.5,19663.75,4835
2026-05-04,MNQ,1781100420,19663.5,19667.5,19660.25,19662,5511
2026-05-04,MNQ,1781100480,19662.75,19664.5,19657.75,19660.25,5498
2026-05-04,MNQ,1781100540,19660.5,19662.25,19655.25,19656.5,4493
2026-05-04,MNQ,1781100600,19656.75,19658.5,19650.5,19653,4728
2026-05-04,MNQ,1781100660,19652.5,19658.5,19651.5,19658.5,3973
2026-05-04,MNQ,1781100720,19658.75,19665,19656,19662,4831
2026-05-04,MNQ,1781100780,19661.75,19661.75,19658.25,19659,2169
2026-05-04,MNQ,1781100840,19658.75,19663,19655,19661,2793
2026-05-04,MNQ,1781100900,19660.5,19665.25,19656.5,19663.75,4165
2026-05-04,MNQ,1781100960,19663.25,19667,19660.5,19667,3649
2026-05-04,MNQ,1781101020,19667,19671.25,19666.25,19669,2773
2026-05-04,MNQ,1781101080,19667.75,19672.5,19664,19672.25,2745
2026-05-04,MNQ,1781101140,19672.25,19674.25,19665,19668.25,5262
2026-05-04,MNQ,1781101200,19668.5,19669.5,19666.75,19667,3748
2026-05-04,MNQ,1781101260,19667,19670.75,19666.25,19670.75,4565
2026-05-04,MNQ,1781101320,19670.5,19670.5,19659.25,19661.5,5286
2026-05-04,MNQ,1781101380,19661.5,19662,19658.25,19659.75,3525
2026-05-04,MNQ,1781101440,19661,19661.5,19650.25,19652,5314
2026-05-04,MNQ,1781101500,19651.5,19651.5,19649.5,19651,1842
2026-05-04,MNQ,1781101560,19651,19653.5,19647.75,19650,2685
2026-05-04,MNQ,1781101620,19649.5,19651.75,19642.25,19644.75,3626
2026-05-04,MNQ,1781101680,19645,19648.25,19642.75,19645.75,3198
2026-05-04,MNQ,1781101740,19645.75,19649,19642.25,19644,4427
2026-05-04,MNQ,1781101800,19644.25,19647.75,19640.75,19645.75,2276
2026-05-04,MNQ,1781101860,19645.75,19649.25,19642.5,19644.75,3394
2026-05-04,MNQ,1781101920,19644.25,19650,19641,19650,4140
2026-05-04,MNQ,1781101980,19649.5,19652.5,19646.5,19648,3968
2026-05-04,MNQ,1781102040,19647.5,19653,19646,19649.75,3054
2026-05-04,MNQ,1781102100,19648.75,19652.75,19647.5,19650,3661
2026-05-04,MNQ,1781102160,19650,19651.5,19645.5,19646,2910
2026-05-04,MNQ,1781102220,19645,19646.75,19636.75,19638,3356
2026-05-04,MNQ,1781102280,19639,19640,19636,19637.5,6488
2026-05-04,MNQ,1781102340,19636.5,19638.25,19634.5,19634.5,3717
2026-05-04,MNQ,1781102400,19634.25,19637.5,19630.75,19633.75,2939
2026-05-04,MNQ,1781102460,19633.75,19637.5,19628,19630.75,4238
2026-05-04,MNQ,1781102520,19631.25,19631.75,19630.75,19631.5,632
2026-05-04,MNQ,1781102580,19631,19631,19623.5,19623.75,4900
2026-05-04,MNQ,1781102640,19624.5,19629.25,19621.75,19625.25,6019
2026-05-04,MNQ,1781102700,19624.75,19630.25,19624.25,19626.25,7025
2026-05-04,MNQ,1781102760,19626.75,19630.75,19624.5,19628.75,5423
2026-05-04,MNQ,1781102820,19628.75,19631.25,19625.5,19627.5,5057
2026-05-04,MNQ,1781102880,19627.25,19628,19623,19624.25,4161
2026-05-04,MNQ,1781102940,19624,19630.75,19622.25,19629,5039
2026-05-04,MNQ,1781103000,19629,19631.75,19626.75,19630,2804
2026-05-04,MNQ,1781103060,19630.25,19632.75,19626.75,19630.75,3119
2026-05-04,MNQ,1781103120,19630.25,19634,19628.5,19631.5,2797
2026-05-04,MNQ,1781103180,19631.25,19636.25,19629.25,19636,4063
2026-05-04,MNQ,1781103240,19636.5,19637.25,19629.25,19630.5,2625
2026-05-04,MNQ,1781103300,19630,19639.5,19630,19636.25,4133
2026-05-04,MNQ,1781103360,19636.75,19638,19629.5,19633,4012
2026-05-04,MNQ,1781103420,19633.75,19636,19631.25,19635.5,4782
2026-05-04,MNQ,1781103480,19635,19637.25,19630.25,19630.75,2645
2026-05-04,MNQ,1781103540,19630.5,19637,19627.25,19634,1860
2026-05-04,MNQ,1781103600,19634.5,19639.75,19633,19638.75,2485
2026-05-04,MNQ,1781103660,19638.75,19642.5,19632.75,19635.5,5167
2026-05-04,MNQ,1781103720,19635.25,19636.25,19631.75,19634.25,2926
2026-05-04,MNQ,1781103780,19634.75,19638.25,19631.25,19633.25,2296
2026-05-04,MNQ,1781103840,19633,19635,19627,19627,2378
2026-05-04,MNQ,1781103900,19627.25,19627.25,19620.25,19622.75,2574
2026-05-04,MNQ,1781103960,19623,19625.25,19617.25,19618.5,2037
2026-05-04,MNQ,1781104020,19618.75,19622,19613,19614.25,1602
2026-05-04,MNQ,1781104080,19614,19615.5,19611,19615,2748
2026-05-04,MNQ,1781104140,19613.75,19621.75,19613.5,19618.25,2253
2026-05-04,MNQ,1781104200,19617.75,19620.5,19614.25,19619,2348
2026-05-04,MNQ,1781104260,19618.5,19622.5,19618.5,19622.5,1881
2026-05-04,MNQ,1781104320,19622.5,19627.25,19619.5,19625,2233
2026-05-04,MNQ,1781104380,19624.75,19628.5,19620.75,19628.25,2518
2026-05-04,MNQ,1781104440,19628,19634.5,19626.25,19632.25,1841
2026-05-04,MNQ,1781104500,19632.25,19633.75,19629.5,19633.25,1125
2026-05-04,MNQ,1781104560,19632.75,19639.5,19632.75,19636.25,762
2026-05-04,MNQ,1781104620,19635.5,19638.25,19628.75,19631.75,2421
2026-05-04,MNQ,1781104680,19632.25,19634.5,19628.25,19629.25,1288
2026-05-04,MNQ,1781104740,19629.5,19637.5,19626.5,19635.5,1902
2026-05-04,MNQ,1781104800,19635.25,19637,19631,19633.75,1620
2026-05-04,MNQ,1781104860,19634.75,19638.5,19631.25,19638.5,1792
2026-05-04,MNQ,1781104920,19639.25,19639.5,19632.25,19636.25,1316
2026-05-04,MNQ,1781104980,19635.75,19639.75,19634,19636.75,1501
2026-05-04,MNQ,1781105040,19637.25,19640.5,19631.75,19635.5,1744
2026-05-04,MNQ,1781105100,19636.25,19639.75,19630.5,19633.25,933
2026-05-04,MNQ,1781105160,19633.25,19638.25,19631,19635.5,1411
2026-05-04,MNQ,1781105220,19635.5,19639,19631.75,19636.25,1445
2026-05-04,MNQ,1781105280,19636,19639,19634,19635,1478
2026-05-04,MNQ,1781105340,19635.25,19638,19631.5,19636.75,1654
2026-05-04,MNQ,1781105400,19637.25,19638.25,19631,19634,1846
2026-05-04,MNQ,1781105460,19634,19635.5,19629,19631.75,773
2026-05-04,MNQ,1781105520,19631.5,19633.5,19628.75,19632.25,1663
2026-05-04,MNQ,1781105580,19632.75,19633.75,19629.25,19631.75,1276
2026-05-04,MNQ,1781105640,19632,19640.75,19630.5,19640,1208
2026-05-04,MNQ,1781105700,19639.75,19643,19635.25,19636,692
2026-05-04,MNQ,1781105760,19635.25,19639,19633.5,19639,983
2026-05-04,MNQ,1781105820,19639.25,19642.5,19636.25,19641.75,495
