session_date,instrument,time,open,high,low,close,volume
2026-05-01,MNQ,1780917780,21083,21084,21081.25,21081.25,9478
2026-05-01,MNQ,1780917840,21082.25,21085.75,21078.25,21078.25,9608
2026-05-01,MNQ,1780917900,21077.75,21079.5,21077,21078.25,6711
2026-05-01,MNQ,1780917960,21078.5,21082.75,21072.5,21072.5,6318
2026-05-01,MNQ,1780918020,21072.5,21077.25,21072.5,21077,4709
2026-05-01,MNQ,1780918080,21078,21081,21077.5,21079.75,1925
2026-05-01,MNQ,1780918140,21079,21082.25,21077,21081.5,6952
2026-05-01,MNQ,1780918200,21082.25,21085.5,21076.75,21076.75,14318
2026-05-01,MNQ,1780918260,21075,21078.75,21066,21066,13841
2026-05-01,MNQ,1780918320,21066.25,21069,21058.25,21060,5087
2026-05-01,MNQ,1780918380,21060,21061,21058.5,21059,2355
2026-05-01,MNQ,1780918440,21058.25,21063.75,21056.75,21060.5,1349
2026-05-01,MNQ,1780918500,21060.75,21063.75,21060,21061.5,3093
2026-05-01,MNQ,1780918560,21061.75,21068.25,21061.75,21064.25,1719
2026-05-01,MNQ,1780918620,21064.75,21068,21063.25,21067,2977
2026-05-01,MNQ,1780918680,21067,21071.5,21065.25,21069.5,2430
2026-05-01,MNQ,1780918740,21069.75,21070.5,21067.5,21067.5,1368
2026-05-01,MNQ,1780918800,21068.25,21073.75,21067.25,21072,1716
2026-05-01,MNQ,1780918860,21072,21076.5,21070.5,21076.5,1312
2026-05-01,MNQ,1780918920,21076.5,21079,21076.5,21076.5,1097
2026-05-01,MNQ,1780918980,21077,21079.75,21076,21078,3146
2026-05-01,MNQ,1780919040,21077.75,21080,21076.25,21076.75,1827
2026-05-01,MNQ,1780919100,21076.25,21078.75,21073.25,21075.5,2199
2026-05-01,MNQ,1780919160,21075.25,21076.25,21072.5,21075.5,1454
2026-05-01,MNQ,1780919220,21076,21079.75,21074,21078.25,2786
2026-05-01,MNQ,1780919280,21078.75,21081.5,21076.25,21078.5,1672
2026-05-01,MNQ,1780919340,21078.25,21081.75,21077.5,21079.5,2303
2026-05-01,MNQ,1780919400,21079.75,21082.25,21077,21078,2826
2026-05-01,MNQ,1780919460,21078.75,21082.5,21075.5,21077.25,1775
2026-05-01,MNQ,1780919520,21077,21080.25,21075,21077.75,2205
2026-05-01,MNQ,1780919580,21077.75,21082.25,21073.75,21078.5,1985
2026-05-01,MNQ,1780919640,21078,21078.5,21076.5,21078,2042
2026-05-01,MNQ,1780919700,21076.75,21083.25,21076,21080.25,2904
2026-05-01,MNQ,1780919760,21081,21084.75,21076,21076,1484
2026-05-01,MNQ,1780919820,21075.5,21078,21074.5,21074.75,1904
2026-05-01,MNQ,1780919880,21074,21079,21074,21077.75,3928
2026-05-01,MNQ,1780919940,21077.5,21080,21072.75,21074.25,3011
2026-05-01,MNQ,1780920000,21073.75,21077,21071.75,21076,1991
2026-05-01,MNQ,1780920060,21076.25,21079,21075.5,21077.25,1807
2026-05-01,MNQ,1780920120,21077.5,21079.75,21077,21078,1118
2026-05-01,MNQ,1780920180,21077.5,21081.25,21074.75,21076.75,2217
2026-05-01,MNQ,1780920240,21076.75,21080.25,21067.75,21067.75,3379
2026-05-01,MNQ,1780920300,21067.5,21080.75,21066,21080.5,3966
2026-05-01,MNQ,1780920360,21079.5,21082.25,21076.5,21078.25,3416
2026-05-01,MNQ,1780920420,21078.25,21090.25,21076.25,21087.5,1297
2026-05-01,MNQ,1780920480,21087.25,21087.75,21082,21082,2574
2026-05-01,MNQ,1780920540,21083,21087.25,21083,21086,2241
2026-05-01,MNQ,1780920600,21085.75,21089.5,21078,21080,2424
2026-05-01,MNQ,1780920660,21080.5,21084,21079,21082.75,1642
2026-05-01,MNQ,1780920720,21082.5,21083.75,21079.5,21082.25,2490
2026-05-01,MNQ,1780920780,21083,21086.5,21078.25,21080,1659
2026-05-01,MNQ,1780920840,21080,21084.25,21080,21081.75,2822
2026-05-01,MNQ,1780920900,21081.75,21085,21077.25,21077.25,1814
2026-05-01,MNQ,1780920960,21076.5,21079.25,21072.75,21073.5,2292
2026-05-01,MNQ,1780921020,21073.75,21076.5,21069,21071,2139
2026-05-01,MNQ,1780921080,21071.5,21077.75,21071.25,21073.5,4095
2026-05-01,MNQ,1780921140,21073.5,21075.75,21073.25,21073.5,4089
2026-05-01,MNQ,1780921200,21073.75,21076.25,21069.5,21069.5,3257
2026-05-01,MNQ,1780921260,21068.75,21070.25,21068.5,21068.5,2545
2026-05-01,MNQ,1780921320,21069.5,21076,21069.5,21072.25,2566
2026-05-01,MNQ,1780921380,21072.5,21076.25,21071,21075.75,2844
2026-05-01,MNQ,1780921440,21076.25,21078,21073.25,21074.5,3875
2026-05-01,MNQ,1780921500,21074.5,21077.75,21069.25,21071.5,3751
2026-05-01,MNQ,1780921560,21071.5,21075,21067.75,21069.25,1930
2026-05-01,MNQ,1780921620,21069.25,21074.5,21068.5,21071.75,1570
2026-05-01,MNQ,1780921680,21072.25,21074.75,21071.75,21073,2139
2026-05-01,MNQ,1780921740,21073,21078,21071.25,21073,2299
2026-05-01,MNQ,1780921800,21073.25,21075.5,21072.5,21074.5,1659
2026-05-01,MNQ,1780921860,21075,21076.25,21072,21072,1969
2026-05-01,MNQ,1780921920,21071.25,21080.5,21069.5,21079.75,3884
2026-05-01,MNQ,1780921980,21080,21082.5,21075.75,21076,4278
2026-05-01,MNQ,1780922040,21075.5,21078.75,21073.5,21078.25,4145
2026-05-01,MNQ,1780922100,21078.75,21079.25,21076,21077,3838
2026-05-01,MNQ,1780922160,21077,21080.5,21070,21070,4169
2026-05-01,MNQ,1780922220,21069.25,21075,21068.5,21071,3245
2026-05-01,MNQ,1780922280,21070.5,21075.5,21070.25,21074.25,2408
2026-05-01,MNQ,1780922340,21074.25,21078.75,21070,21070,2490
2026-05-01,MNQ,1780922400,21069,21071.75,21067,21068,1755
2026-05-01,MNQ,1780922460,21069.25,21070.25,21064.75,21065,2539
2026-05-01,MNQ,1780922520,21065.25,21067.5,21056.5,21056.5,3332
2026-05-01,MNQ,1780922580,21057.5,21059.75,21057,21057.5,2262
2026-05-01,MNQ,1780922640,21058.5,21068.25,21058.5,21065,2567
2026-05-01,MNQ,1780922700,21065.25,21065.5,21059.75,21059.75,1815
2026-05-01,MNQ,1780922760,21060,21063.5,21057.25,21057.75,1714
2026-05-01,MNQ,1780922820,21057.75,21059,21056.5,21057.25,1207
2026-05-01,MNQ,1780922880,21057.25,21058.5,21053.75,21056.25,3533
2026-05-01,MNQ,1780922940,21056.25,21061.25,21056.25,21059.25,3571
2026-05-01,MNQ,1780923000,21058.75,21062.5,21057.75,21059.25,4584
2026-05-01,MNQ,1780923060,21060,21063.5,21059.5,21062,4164
2026-05-01,MNQ,1780923120,21062,21072,21060.75,21069.25,3576
2026-05-01,MNQ,1780923180,21069.25,21071.75,21066.75,21071.5,2935
2026-05-01,MNQ,1780923240,21071.75,21071.75,21067,21068.75,1855
2026-05-01,MNQ,1780923300,21068.75,21071.25,21068.75,21069.75,1558
2026-05-01,MNQ,1780923360,21070,21072.5,21068.75,21072,1476
2026-05-01,MNQ,1780923420,21072.25,21076.75,21071.75,21074.75,2332
2026-05-01,MNQ,1780923480,21075.25,21080.75,21073,21077.75,1993
2026-05-01,MNQ,1780923540,21077.5,21082,21077.5,21079.5,1175
2026-05-01,MNQ,1780923600,21079.5,21081.75,21077,21079.25,1573
2026-05-01,MNQ,1780923660,21079.25,21081.5,21077.25,21080.75,2371
2026-05-01,MNQ,1780923720,21080.75,21085.25,21080.75,21084.25,1596
2026-05-01,MNQ,1780923780,21084.5,21089.5,21084.5,21088.75,1158
2026-05-01,MNQ,1780923840,21089.5,21092.75,21087,21089.5,2949
2026-05-01,MNQ,1780923900,21089,21090.5,21081,21083.75,3075
2026-05-01,MNQ,1780923960,21084,21084.75,21080.5,21083,3380
2026-05-01,MNQ,1780924020,21083,21092,21080.75,21090.75,2476
2026-05-01,MNQ,1780924080,21091.25,21092.5,21087.75,21087.75,3267
2026-05-01,MNQ,1780924140,21087.25,21101.5,21085.75,21098.75,3572
2026-05-01,MNQ,1780924200,21098.25,21102.5,21097,21101.5,1460
2026-05-01,MNQ,1780924260,21100.5,21103,21087.5,21088.5,2254
2026-05-01,MNQ,1780924320,21089.75,21097.75,21088,21094.5,2797
2026-05-01,MNQ,1780924380,21094.5,21095.25,21094.25,21094.25,497
2026-05-01,MNQ,1780924440,21093.75,21095,21092,21093.5,1970
2026-05-01,MNQ,1780924500,21094.25,21095.75,21092.25,21093.5,2364
2026-05-01,MNQ,1780924560,21093.25,21093.5,21092.5,21092.75,513
2026-05-01,MNQ,1780924620,21094,21097.25,21090,21092,1377
2026-05-01,MNQ,1780924680,21092.5,21102,21092.5,21100.75,2017
2026-05-01,MNQ,1780924740,21101.25,21104.75,21096.25,21096.25,2484
2026-05-01,MNQ,1780924800,21096.75,21101.75,21095.75,21099,2351
2026-05-01,MNQ,1780924860,21099.5,21104.75,21097.5,21101.25,1650
2026-05-01,MNQ,1780924920,21101,21104.5,21090.5,21090.75,2368
2026-05-01,MNQ,1780924980,21091,21091.75,21088.25,21088.25,2685
2026-05-01,MNQ,1780925040,21088.25,21091.5,21082.5,21083.75,2805
2026-05-01,MNQ,1780925100,21084.25,21087.5,21082.75,21082.75,4387
2026-05-01,MNQ,1780925160,21083.25,21087,21082.5,21083.25,3702
2026-05-01,MNQ,1780925220,21082.75,21089.25,21081,21088.75,2891
2026-05-01,MNQ,1780925280,21089.5,21099.75,21088.75,21097,4109
2026-05-01,MNQ,1780925340,21097.25,21099.5,21095.5,21099.25,2488
2026-05-01,MNQ,1780925400,21098.75,21099.5,21093,21093,4489
2026-05-01,MNQ,1780925460,21092,21095,21089.75,21093.5,4027
2026-05-01,MNQ,1780925520,21093,21094,21088,21090,3299
2026-05-01,MNQ,1780925580,21091,21093,21090.5,21091.25,2231
2026-05-01,MNQ,1780925640,21091.75,21093,21090.25,21091.5,2114
2026-05-01,MNQ,1780925700,21091.5,21095,21090,21090,3493
2026-05-01,MNQ,1780925760,21090.25,21094.25,21089,21089.25,2635
2026-05-01,MNQ,1780925820,21089,21091,21081.75,21081.75,2410
2026-05-01,MNQ,1780925880,21081.75,21085,21080.25,21082.25,4040
2026-05-01,MNQ,1780925940,21082.5,21086,21078.5,21078.5,5072
2026-05-01,MNQ,1780926000,21079,21081.75,21075.75,21077.5,4399
2026-05-01,MNQ,1780926060,21078,21079.25,21076.5,21077.75,2265
2026-05-01,MNQ,1780926120,21078.25,21084,21075.75,21082.25,3229
2026-05-01,MNQ,1780926180,21083.5,21085,21082.5,21084.5,2116
2026-05-01,MNQ,1780926240,21084,21086,21078,21080,2845
2026-05-01,MNQ,1780926300,21080,21082.5,21079,21081,2786
2026-05-01,MNQ,1780926360,21081,21084.25,21080.25,21080.75,3770
2026-05-01,MNQ,1780926420,21081,21085.25,21079.5,21084.75,4220
2026-05-01,MNQ,1780926480,21084.75,21092,21083,21088,5370
2026-05-01,MNQ,1780926540,21088.5,21090,21084.75,21088,3820
2026-05-01,MNQ,1780926600,21087.75,21088,21084.5,21084.75,1981
2026-05-01,MNQ,1780926660,21084,21091.5,21083.75,21088.5,5819
2026-05-01,MNQ,1780926720,21089,21097,21087.75,21094.25,21304
2026-05-01,MNQ,1780926780,21094.5,21098.25,21093.75,21093.75,9507
2026-05-01,MNQ,1780926840,21093.25,21103.25,21091.25,21100.25,9493
2026-05-01,MNQ,1780926900,21100.75,21102,21098.5,21100.75,1825
2026-05-01,MNQ,1780926960,21100.5,21108,21098.75,21105.25,3248
2026-05-01,MNQ,1780927020,21105,21115,21102.75,21113.5,3815
2026-05-01,MNQ,1780927080,21112.5,21115.75,21110.75,21112.25,3838
2026-05-01,MNQ,1780927140,21111.25,21115.75,21109.25,21112.75,2913
2026-05-01,MNQ,1780927200,21113.75,21117.75,21113.5,21116.5,2181
2026-05-01,MNQ,1780927260,21116.25,21122.25,21115.5,21120.75,3654
2026-05-01,MNQ,1780927320,21121,21123.5,21120.75,21121,2287
2026-05-01,MNQ,1780927380,21121.25,21124.5,21117.25,21120,4387
2026-05-01,MNQ,1780927440,21119.5,21120.25,21116.25,21119.25,2832
2026-05-01,MNQ,1780927500,21119.5,21120.75,21119.25,21120.25,1481
2026-05-01,MNQ,1780927560,21119.75,21125,21118.25,21124,5146
2026-05-01,MNQ,1780927620,21124,21124.75,21121,21122.5,2578
2026-05-01,MNQ,1780927680,21122.5,21124.25,21119.75,21121,3796
2026-05-01,MNQ,1780927740,21121.25,21124.25,21120.25,21124.25,3628
2026-05-01,MNQ,1780927800,21124.25,21127,21123.75,21124.75,3509
2026-05-01,MNQ,1780927860,21125.25,21128,21123.75,21127.75,2107
2026-05-01,MNQ,1780927920,21127.75,21130.5,21127.5,21129,2860
2026-05-01,MNQ,1780927980,21129.5,21131.75,21128.25,21130,2049
2026-05-01,MNQ,1780928040,21129.5,21131.25,21127.75,21130.25,2549
2026-05-01,MNQ,1780928100,21130.75,21133.75,21128.5,21128.5,3750
2026-05-01,MNQ,1780928160,21128.25,21131.75,21125,21129.25,3497
2026-05-01,MNQ,1780928220,21129,21133.75,21126.25,21133,3837
2026-05-01,MNQ,1780928280,21133.25,21133.25,21128.25,21129.25,3762
2026-05-01,MNQ,1780928340,21128.25,21130.5,21124.75,21129.75,2864
2026-05-01,MNQ,1780928400,21130,21130.5,21121.5,21124.5,3171
2026-05-01,MNQ,1780928460,21124.75,21129,21124.5,21125.75,2588
2026-05-01,MNQ,1780928520,21126.75,21129.5,21123,21124.75,3210
2026-05-01,MNQ,1780928580,21124.25,21127.5,21124.25,21124.5,2348
2026-05-01,MNQ,1780928640,21125,21128.25,21121.75,21125,3778
2026-05-01,MNQ,1780928700,21126.25,21132.75,21123.5,21131.25,3964
2026-05-01,MNQ,1780928760,21130.75,21132.25,21127.75,21131.75,3943
2026-05-01,MNQ,1780928820,21131.25,21138.75,21130,21136.25,4146
2026-05-01,MNQ,1780928880,21135.75,21136,21131.5,21131.75,2831
2026-05-01,MNQ,1780928940,21132,21134,21127.5,21127.5,2945
2026-05-01,MNQ,1780929000,21127.75,21129.75,21126.5,21128,2839
2026-05-01,MNQ,1780929060,21127.75,21129.25,21127.5,21127.75,844
2026-05-01,MNQ,1780929120,21127.75,21129.75,21121.75,21124,3773
2026-05-01,MNQ,1780929180,21123.75,21123.75,21107,21108.75,2565
2026-05-01,MNQ,1780929240,21109.25,21111,21102.5,21103.75,2399
2026-05-01,MNQ,1780929300,21103.25,21104.25,21098,21098,3558
2026-05-01,MNQ,1780929360,21098.5,21101.25,21092,21094.25,1958
2026-05-01,MNQ,1780929420,21094,21095.5,21090.75,21091.75,4400
2026-05-01,MNQ,1780929480,21091.75,21093.5,21091.25,21092.75,1498
2026-05-01,MNQ,1780929540,21092.75,21095.75,21092.25,21093.5,3117
2026-05-01,MNQ,1780929600,21093.25,21095.25,21087.75,21088,2421
2026-05-01,MNQ,1780929660,21088.5,21091.75,21080.5,21081.75,4475
2026-05-01,MNQ,1780929720,21081.75,21084.75,21076.5,21078.75,4840
2026-05-01,MNQ,1780929780,21079,21081,21076.25,21079.5,3131
2026-05-01,MNQ,1780929840,21079.5,21084.25,21078.25,21080.5,3892
2026-05-01,MNQ,1780929900,21080,21083.25,21072.25,21072.25,2046
2026-05-01,MNQ,1780929960,21072.5,21078.5,21070.5,21075,2569
2026-05-01,MNQ,1780930020,21075,21076.75,21072.25,21076.25,3928
2026-05-01,MNQ,1780930080,21076,21078.75,21074.25,21076.75,2665
2026-05-01,MNQ,1780930140,21076.75,21080.5,21074.5,21075.75,4726
2026-05-01,MNQ,1780930200,21076.25,21078.5,21074.75,21077.75,3449
2026-05-01,MNQ,1780930260,21078,21082.75,21077.25,21081,2865
2026-05-01,MNQ,1780930320,21081,21084.75,21078.5,21082.25,3114
2026-05-01,MNQ,1780930380,21080.5,21081.5,21075.25,21075.25,3571
2026-05-01,MNQ,1780930440,21075.25,21077.5,21068.5,21068.5,4240
2026-05-01,MNQ,1780930500,21068.25,21069.75,21064,21064,5603
2026-05-01,MNQ,1780930560,21063.75,21065.25,21051.25,21052.5,2237
2026-05-01,MNQ,1780930620,21051.5,21051.75,21048.5,21050.75,1819
2026-05-01,MNQ,1780930680,21053,21057.25,21048.75,21049.5,5063
2026-05-01,MNQ,1780930740,21048.75,21056,21048.75,21051.75,5987
2026-05-01,MNQ,1780930800,21053.5,21059.25,21051,21055.5,5574
2026-05-01,MNQ,1780930860,21054.5,21061,21054,21060,5492
2026-05-01,MNQ,1780930920,21061,21061.75,21059.75,21060,3341
2026-05-01,MNQ,1780930980,21059.5,21062.25,21056,21056,2652
2026-05-01,MNQ,1780931040,21056.5,21057.5,21052,21055,3565
2026-05-01,MNQ,1780931100,21055.5,21058.75,21055.25,21057.75,2743
2026-05-01,MNQ,1780931160,21059.25,21062.5,21056.5,21057.5,3300
2026-05-01,MNQ,1780931220,21057.5,21064,21057.5,21060.25,2588
2026-05-01,MNQ,1780931280,21060.5,21065.5,21060.5,21060.75,2572
2026-05-01,MNQ,1780931340,21059.5,21062.25,21056.75,21058.25,1911
2026-05-01,MNQ,1780931400,21058.5,21061,21057.25,21061,1798
2026-05-01,MNQ,1780931460,21061.5,21064.75,21054.75,21056.75,1725
2026-05-01,MNQ,1780931520,21057,21061,21055.75,21060.5,1153
2026-05-01,MNQ,1780931580,21060.75,21067.25,21059.5,21063.5,1466
2026-05-01,MNQ,1780931640,21063.75,21066.75,21063.25,21063.25,678
2026-05-01,MNQ,1780931700,21063.75,21066.75,21060.75,21060.75,2245
2026-05-01,MNQ,1780931760,21061.25,21067.25,21061.25,21064.75,1579
2026-05-01,MNQ,1780931820,21064,21070.25,21063.25,21067.75,1922
2026-05-01,MNQ,1780931880,21068.25,21073,21068.25,21070.5,1873
2026-05-01,MNQ,1780931940,21070.75,21073,21070.25,21072.25,1502
2026-05-01,MNQ,1780932000,21072,21073.25,21063.75,21064.5,1289
2026-05-01,MNQ,1780932060,21064.75,21065.5,21061,21062.75,1940
2026-05-01,MNQ,1780932120,21063.25,21066.75,21058.25,21061.75,1025
2026-05-01,MNQ,1780932180,21061.75,21063,21058.25,21060.5,2034
2026-05-01,MNQ,1780932240,21060.75,21064.25,21058.75,21061.5,2200
2026-05-01,MNQ,1780932300,21062.5,21066,21060,21061,1103
2026-05-01,MNQ,1780932360,21061.25,21069.75,21059.25,21068.5,1948
2026-05-01,MNQ,1780932420,21068.75,21072,21067.75,21069.25,1033
2026-05-01,MNQ,1780932480,21069.75,21071.5,21064.5,21064.5,1738
2026-05-01,MNQ,1780932540,21063.75,21065.5,21061.5,21063,1146
2026-05-01,MNQ,1780932600,21062.25,21066,21062.25,21065.75,537
2026-05-01,MNQ,1780932660,21067.5,21071,21058,21059.25,1365
2026-05-01,MNQ,1780932720,21059,21060.5,21053,21053.5,1270
2026-05-01,MNQ,1780932780,21053.25,21055.25,21042.5,21042.5,1718
2026-05-01,MNQ,1780932840,21043.25,21045.75,21042,21042,732
2026-05-01,MNQ,1780932900,21042,21044.5,21038.75,21039.75,960
2026-05-01,MNQ,1780932960,21040,21042.5,21037.75,21038.75,1154
